bucket_start,machine_id,availability,performance,quality,oee,good_parts,total_parts,scrap_parts,scrap_rate,energy_total_kwh,energy_productive_kwh,energy_non_productive_kwh,energy_non_productive_stop_kwh,good_cycle_energy_kwh,cycle_energy_per_good_part_kwh,system_energy_per_good_part_kwh,non_productive_energy_ratio,planned_time_sec,availability_loss_sec,ideal_cycle_time_total_sec,actual_cycle_time_total_sec
2026-03-01 04:00:00+00:00,DMU50_001,0.7083333333333334,0.9657557324756467,0.6666666666666666,0.45605131811349986,4,6,2,0.3333333333333333,19.547323,16.333873,2.47633,0.73712,7.79528,1.94882,4.88683075,0.1643933545273693,7200.0,2100.0,2700.0,2795.7380000000003
2026-03-01 08:00:00+00:00,DMU50_001,0.8208333333333333,0.9853631639801543,0.6666666666666666,0.53921262028914,8,12,4,0.3333333333333333,42.4133,37.11298,4.27328,1.02704,16.40518,2.0506475,5.3016625,0.12496834719297954,14400.0,2580.0,5640.0,5723.778
2026-03-01 12:00:00+00:00,DMU50_001,0.7916666666666666,0.9951017070072561,0.6875,0.5416048353242617,11,16,5,0.3125,44.15576,39.07236,3.7528699999999997,1.33053,22.326909999999998,2.0297190909090905,4.01416,0.11512427823685968,14400.0,3000.0,7320.0,7356.032
2026-03-01 16:00:00+00:00,DMU50_001,0.7875,0.9908301820975169,0.6666666666666666,0.5201858456011963,8,12,4,0.3333333333333333,40.35224,35.031729999999996,4.134869999999999,1.1856399999999998,17.33378,2.1667225,5.04403,0.13185166424466147,14400.0,3060.0,5340.0,5389.42
2026-03-01 20:00:00+00:00,DMU50_001,0.7666666666666667,0.9925130561174718,0.6363636363636364,0.4842260667724635,7,11,4,0.36363636363636365,39.58583,34.096180000000004,4.1700099999999996,1.31964,12.26724,1.752462857142857,5.655118571428572,0.13867714785821086,14400.0,3360.0,4560.0,4594.398
2026-03-02 00:00:00+00:00,DMU50_001,0.7708333333333334,0.975971403314941,0.6666666666666666,0.5015408600368447,8,12,4,0.3333333333333333,41.37361,35.15007,4.5834,1.6401400000000002,16.85564,2.106955,5.17170125,0.15042293867999432,14400.0,3300.0,5400.0,5532.9490000000005
2026-03-02 04:00:00+00:00,DMU50_001,0.7208333333333333,0.9841579614534715,0.7142857142857143,0.5067241884864601,10,14,4,0.2857142857142857,40.28479,33.638999999999996,4.836650000000001,1.80914,18.2212,1.82212,4.028479,0.16497020339438287,14400.0,4020.0,5760.0,5852.719
2026-03-02 08:00:00+00:00,DMU50_001,0.7625,0.9777402879988337,0.6666666666666666,0.4970179797327404,8,12,4,0.3333333333333333,41.01272,36.00547,3.24539,1.76186,16.672060000000002,2.0840075000000002,5.12659,0.12209017104937199,14400.0,3420.0,5580.0,5707.037
2026-03-02 12:00:00+00:00,DMU50_001,0.8208333333333333,0.9963657559053354,0.6363636363636364,0.5204501429520672,7,11,4,0.36363636363636365,40.55072,35.7295,3.69697,1.12425,13.28071,1.8972442857142855,5.79296,0.11889357328303914,14400.0,2580.0,4800.0,4817.508
2026-03-02 16:00:00+00:00,DMU50_001,0.7791666666666667,0.9671154128903028,0.6875,0.5180615636237897,11,16,5,0.3125,43.72176,38.57584,3.83154,1.3143799999999999,21.72694,1.9751763636363635,3.9747054545454548,0.11769700030373892,14400.0,3180.0,6900.0,7134.619000000001
2026-03-02 20:00:00+00:00,DMU50_001,0.7625,0.9856988306744967,0.6428571428571429,0.4831684446788381,9,14,5,0.35714285714285715,41.450289999999995,36.313739999999996,3.11469,2.02186,18.48313,2.053681111111111,4.605587777777777,0.1239207252832248,14400.0,3420.0,6120.0,6208.793
2026-03-03 00:00:00+00:00,DMU50_001,0.7958333333333333,0.9947613138495351,0.6666666666666666,0.5277761415146144,8,12,4,0.3333333333333333,41.641850000000005,36.633610000000004,3.4114999999999998,1.59674,15.267330000000001,1.9084162500000001,5.205231250000001,0.12026939245014329,14400.0,2940.0,5100.0,5126.858
2026-03-03 04:00:00+00:00,DMU50_001,0.8208333333333333,0.9781176567782379,0.6875,0.5519742089162608,11,16,5,0.3125,44.82438,40.0005,4.52909,0.29479,20.833370000000002,1.8939427272727274,4.074943636363636,0.10761732789165182,14400.0,2580.0,7080.0,7238.393
2026-03-03 08:00:00+00:00,DMU50_001,0.775,0.9876017048341689,0.6153846153846154,0.47101004384398826,8,13,5,0.38461538461538464,41.2779,36.52902,2.89809,1.85079,14.9387,1.8673375,5.1597375,0.11504655033322915,14400.0,3240.0,5580.0,5650.0509999999995
2026-03-03 12:00:00+00:00,DMU50_001,0.7583333333333333,0.9764669633248884,0.6666666666666666,0.49365829812536016,8,12,4,0.3333333333333333,40.62168,35.572050000000004,3.29802,1.75161,15.33345,1.91668125,5.07771,0.12430874350839258,14400.0,3480.0,5340.0,5468.695
2026-03-03 16:00:00+00:00,DMU50_001,0.7666666666666667,0.9785942493607933,0.7142857142857143,0.5358968508404345,10,14,4,0.2857142857142857,41.75906,36.46158,3.36585,1.93163,19.328310000000002,1.9328310000000002,4.1759059999999995,0.12685821950973036,14400.0,3360.0,5880.0,6008.619
2026-03-03 20:00:00+00:00,DMU50_001,0.7208333333333333,0.9910960773531281,0.6363636363636364,0.45462778396766595,7,11,4,0.36363636363636365,39.24096,33.13415,4.47113,1.63568,14.249590000000001,2.0356557142857143,5.6058514285714285,0.15562335885768339,14400.0,4020.0,5160.0,5206.357
2026-03-04 00:00:00+00:00,DMU50_001,0.7291666666666666,1.001011570764549,0.6363636363636364,0.464484535676732,7,11,4,0.36363636363636365,38.68259,33.46998,3.38536,1.82725,14.005040000000001,2.0007200000000003,5.526084285714285,0.1347533864717952,14400.0,3900.0,4740.0,4735.21
2026-03-04 04:00:00+00:00,DMU50_001,0.775,0.9850496930766084,0.7142857142857143,0.5452953658102654,10,14,4,0.2857142857142857,42.01477,36.831450000000004,3.8808,1.30252,18.744999999999997,1.8744999999999998,4.201477,0.12336899618872126,14400.0,3240.0,5880.0,5969.242
2026-03-04 08:00:00+00:00,DMU50_001,0.7833333333333333,0.9843465462326481,0.6666666666666666,0.5140476408103829,10,15,5,0.3333333333333333,43.06034,37.52457,4.13996,1.39581,20.44152,2.044152,4.3060339999999995,0.12855843683538032,14400.0,3120.0,6720.0,6826.864
2026-03-04 12:00:00+00:00,DMU50_001,0.7875,0.9925928121031876,0.625,0.48854177470703763,10,16,6,0.375,43.45228,38.36704,3.78494,1.3003,19.228180000000002,1.9228180000000001,4.3452280000000005,0.11703045271732578,14400.0,3060.0,6900.0,6951.491
2026-03-04 16:00:00+00:00,DMU50_001,0.85,0.9951331161276443,0.7142857142857143,0.6041879633632127,10,14,4,0.2857142857142857,44.67026,40.567930000000004,3.45423,0.6481,20.926589999999997,2.092659,4.467026,0.09183582096902951,14400.0,2160.0,6120.0,6149.9310000000005
2026-03-04 20:00:00+00:00,DMU50_001,0.7708333333333334,0.975826295265903,0.6153846153846154,0.4628919605748515,8,13,5,0.38461538461538464,42.12888,37.8414,2.14239,2.14509,16.20036,2.025045,5.26611,0.10177056688903195,14400.0,3300.0,6120.0,6271.608
2026-03-05 00:00:00+00:00,DMU50_001,0.7416666666666667,0.9753133559898627,0.6923076923076923,0.500785896248641,9,13,4,0.3076923076923077,40.93886,35.56505,3.6510800000000003,1.72273,19.26458,2.140508888888889,4.548762222222222,0.13126428044161467,14400.0,3720.0,6000.0,6151.869
2026-03-05 04:00:00+00:00,DMU50_001,0.775,0.9873586510486697,0.6923076923076923,0.529755891620344,9,13,4,0.3076923076923077,42.02713,36.73383,4.21536,1.07794,18.25455,2.028283333333333,4.669681111111111,0.12594959494022076,14400.0,3240.0,5940.0,6016.0509999999995
