bucket_start,machine_id,cycle_energy_per_good_part_kwh,availability,performance,quality
2026-03-01 04:00:00+00:00,DMU50_001,1.94882,0.7083333333333334,0.9657557324756468,0.6666666666666666
2026-03-01 08:00:00+00:00,DMU50_001,2.0506475,0.8208333333333333,0.9853631639801544,0.6666666666666666
2026-03-01 12:00:00+00:00,DMU50_001,2.0297190909090905,0.7916666666666666,0.995101707007256,0.6875
2026-03-01 16:00:00+00:00,DMU50_001,2.1667225,0.7875,0.9908301820975168,0.6666666666666666
2026-03-01 20:00:00+00:00,DMU50_001,1.752462857142857,0.7666666666666667,0.9925130561174718,0.6363636363636364
2026-03-02 00:00:00+00:00,DMU50_001,2.106955,0.7708333333333334,0.975971403314941,0.6666666666666666
2026-03-02 04:00:00+00:00,DMU50_001,1.82212,0.7208333333333333,0.9841579614534716,0.7142857142857143
2026-03-02 08:00:00+00:00,DMU50_001,2.0840075,0.7625,0.9777402879988336,0.6666666666666666
2026-03-02 12:00:00+00:00,DMU50_001,1.8972442857142853,0.8208333333333333,0.9963657559053354,0.6363636363636364
2026-03-02 16:00:00+00:00,DMU50_001,1.9751763636363635,0.7791666666666667,0.9671154128903028,0.6875
2026-03-02 20:00:00+00:00,DMU50_001,2.053681111111111,0.7625,0.9856988306744968,0.6428571428571429
2026-03-03 00:00:00+00:00,DMU50_001,1.90841625,0.7958333333333333,0.9947613138495351,0.6666666666666666
2026-03-03 04:00:00+00:00,DMU50_001,1.8939427272727276,0.8208333333333333,0.978117656778238,0.6875
2026-03-03 08:00:00+00:00,DMU50_001,1.8673375,0.775,0.9876017048341688,0.6153846153846154
2026-03-03 12:00:00+00:00,DMU50_001,1.91668125,0.7583333333333333,0.9764669633248884,0.6666666666666666
2026-03-03 16:00:00+00:00,DMU50_001,1.932831,0.7666666666666667,0.9785942493607932,0.7142857142857143
2026-03-03 20:00:00+00:00,DMU50_001,2.0356557142857143,0.7208333333333333,0.991096077353128,0.6363636363636364
2026-03-04 00:00:00+00:00,DMU50_001,2.0007200000000003,0.7291666666666666,1.001011570764549,0.6363636363636364
2026-03-04 04:00:00+00:00,DMU50_001,1.8745,0.775,0.9850496930766084,0.7142857142857143
2026-03-04 08:00:00+00:00,DMU50_001,2.044152,0.7833333333333333,0.984346546232648,0.6666666666666666
2026-03-04 12:00:00+00:00,DMU50_001,1.922818,0.7875,0.9925928121031876,0.625
2026-03-04 16:00:00+00:00,DMU50_001,2.092659,0.85,0.9951331161276444,0.7142857142857143
2026-03-04 20:00:00+00:00,DMU50_001,2.025045,0.7708333333333334,0.975826295265903,0.6153846153846154
2026-03-05 00:00:00+00:00,DMU50_001,2.140508888888889,0.7416666666666667,0.9753133559898628,0.6923076923076923
2026-03-05 04:00:00+00:00,DMU50_001,2.028283333333333,0.775,0.9873586510486696,0.6923076923076923
2026-03-05 08:00:00+00:00,DMU50_001,1.8624683333333332,0.7666666666666667,0.9743170893023054,0.6
2026-03-05 12:00:00+00:00,DMU50_001,1.928213,0.7833333333333333,0.984234163105078,0.6666666666666666
2026-03-05 16:00:00+00:00,DMU50_001,2.2374875,0.7541666666666667,0.968890895178116,0.7272727272727273
2026-03-05 20:00:00+00:00,DMU50_001,2.2122725,0.7916666666666666,0.9769909959193304,0.6666666666666666
2026-03-06 00:00:00+00:00,DMU50_001,1.934325,0.7791666666666667,0.9822768429835804,0.6153846153846154
2026-03-06 04:00:00+00:00,DMU50_001,1.953582,0.8125,0.9813215195879376,0.7142857142857143
2026-03-06 08:00:00+00:00,DMU50_001,2.0389866666666667,0.7666666666666667,0.9866736995609612,0.6428571428571429
2026-03-06 12:00:00+00:00,DMU50_001,1.875212,0.7916666666666666,0.9772591482967266,0.6666666666666666
2026-03-06 16:00:00+00:00,DMU50_001,2.01071125,0.7958333333333333,0.9728773900087272,0.6666666666666666
2026-03-06 20:00:00+00:00,DMU50_001,2.050442857142857,0.8083333333333333,0.9717666243197636,0.6363636363636364
2026-03-07 00:00:00+00:00,DMU50_001,1.97903625,0.7333333333333333,0.9790870347180924,0.6666666666666666
2026-03-07 04:00:00+00:00,DMU50_001,1.9503009090909091,0.7458333333333333,0.9779971026835832,0.6875
2026-03-07 08:00:00+00:00,DMU50_001,1.930069090909091,0.725,0.9821961732594052,0.6875
2026-03-07 12:00:00+00:00,DMU50_001,2.09631625,0.7208333333333333,0.982870626432778,0.6666666666666666
2026-03-07 16:00:00+00:00,DMU50_001,1.90228,0.8,0.9860189770435293,0.6666666666666666
2026-03-07 20:00:00+00:00,DMU50_001,2.1917175,0.7958333333333333,0.9672183505501558,0.6666666666666666
2026-03-08 00:00:00+00:00,DMU50_001,1.9695444444444443,0.8333333333333334,0.9867834276048868,0.6428571428571429
2026-03-08 04:00:00+00:00,DMU50_001,1.95599875,0.7458333333333333,0.9869358718098024,0.6666666666666666
2026-03-08 08:00:00+00:00,DMU50_001,1.9650233333333336,0.775,0.990286682890126,0.6923076923076923
